sku_id,location_name,at site,,at transit,at wh,sales_30_days,sales_60_days,sales_90_days,sku name,catalog_price,brands,category,assortment_group,markets,seasons,styles,size,department_name,department_external_id,product_name
P73278-02769A-417-10,Store #1,2,,0,60,0,1,3,PLAYERA NIÑO ALGODÓN - SF FROGENCIO KELLY CH A 417-MAMEY 10,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2024,MANGA CORTA,10,Linea,2,PLAYERA NIÑO ALGODÓN - SF FROGENCIO KELLY CH A 417-MAMEY
P00130-02950A-173-64,Store #2,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF VALLARTAZO 24 A 173-NEGRO M,209,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2024,MANGA CORTA,M,Linea,2,PLAYERA BÁSICA INFANTIL - SF VALLARTAZO 24 A 173-NEGRO
P74103-18348A-000-64,Store #3,0,,0,,0,0,0,PLAYERA NIÑO JASPEADA - SF WEBAS P18 A 000-S/C M,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2024,MANGA CORTA,M,Linea,2,PLAYERA NIÑO JASPEADA - SF WEBAS P18 A 000-S/C
P20671-01834A-023-04,Store #4,0,,0,0,0,0,0,PLAYERA NIÑO FULL PRINT - SF RIDE THE WAVE A 023-BLANCO 4,329,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2023,MANGA CORTA,4,Moda,1,PLAYERA NIÑO FULL PRINT - SF RIDE THE WAVE A 023-BLANCO
P00148-04447A-201-08,Store #5,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF RANA SPORT RETRO OUT A 201-AZUL 8,159,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2024,MANGA CORTA,8,Linea,2,PLAYERA INFANTIL PREMIUM - SF RANA SPORT RETRO OUT A 201-AZUL
P00130-02681A-155-66,Store #6,6,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF ALL STAR FOOTBALL A 155-NARANJA 2X,219,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2024,MANGA CORTA,2X,Linea,2,PLAYERA BÁSICA INFANTIL - SF ALL STAR FOOTBALL A 155-NARANJA
P99921-02729A-034-04,Store #7,4,,0,16,0,0,0,PLAY ÑO MANGA LARGA - SF TIPO MANGA A 034-BLANCO/NEGRO 4,359,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2024,MANGA LARGA,4,Moda,1,PLAY ÑO MANGA LARGA - SF TIPO MANGA A 034-BLANCO/NEGRO
P20416-03156A-023-04,Store #6,0,,0,0,0,0,0,PLAYERA NIÑO 2 TONOS - SF ORANGE SURF A 023-BLANCO 4,359,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2025,MANGA CORTA,4,Moda,1,PLAYERA NIÑO 2 TONOS - SF ORANGE SURF A 023-BLANCO
P00148-00206A-201-04,Store #8,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF TIPO MARK BIG A 201-AZUL 4,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,INVIERNO 2023,MANGA CORTA,4,Linea,2,PLAYERA INFANTIL PREMIUM - SF TIPO MARK BIG A 201-AZUL
P73278-03390A-014-10,Store #9,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF SER POPULAR A 014-AZUL 10,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2025,MANGA CORTA,10,Linea,2,PLAYERA NIÑO ALGODÓN - SF SER POPULAR A 014-AZUL
P00148-01495A-265-10,Store #10,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF RANA RAYADA A 265-GRIS 10,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,VERANO 2023,MANGA CORTA,10,Linea,2,PLAYERA INFANTIL PREMIUM - SF RANA RAYADA A 265-GRIS
P00130-20009A-211-69,Store #11,2,,0,4,2,2,2,PLAYERA BÁSICA INFANTIL - SF WORLD FAMOSO CH A 211-ROJO XL,219,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,PRIMAVERA 2019,MANGA CORTA,XL,Linea,2,PLAYERA BÁSICA INFANTIL - SF WORLD FAMOSO CH A 211-ROJO
P00148-00118A-265-08,Store #12,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF 4 MUECAS A 265-GRIS 8,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,VERANO 2022,MANGA CORTA,8,Linea,2,PLAYERA INFANTIL PREMIUM - SF 4 MUECAS A 265-GRIS
P00148-18429A-211-04,Store #13,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF TIPO COMICA A 211-ROJO 4,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2018,MANGA CORTA,4,Linea,2,PLAYERA INFANTIL PREMIUM - SF TIPO COMICA A 211-ROJO
P73278-02304A-152-10,Store #13,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF POSADO A 152-AMARILLO 10,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2023,MANGA CORTA,10,Linea,2,PLAYERA NIÑO ALGODÓN - SF POSADO A 152-AMARILLO
P00148-02796A-211-08,Store #14,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF WORLD FAMOSO FL. A 211-ROJO 8,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2024,MANGA CORTA,8,Linea,2,PLAYERA INFANTIL PREMIUM - SF WORLD FAMOSO FL. A 211-ROJO
P99921-01837A-023-10,Store #3,0,,0,,0,0,0,PLAY ÑO MANGA LARGA - SF WAVE CIRCULO A 023-BLANCO 10,359,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2023,MANGA LARGA,10,Moda,1,PLAY ÑO MANGA LARGA - SF WAVE CIRCULO A 023-BLANCO
P20671-00794A-066-04,Store #15,0,,0,0,0,0,0,PLAYERA NIÑO FULL PRINT - SF TELA RANAS A 066-GRIS 4,299,SEÑOR FROGS,CUELLO REDONDO,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2021,MANGA CORTA,4,Moda,1,PLAYERA NIÑO FULL PRINT - SF TELA RANAS A 066-GRIS
P00130-02951A-223-66,Store #12,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF FROGENCIO 83 FL A 223-VERDE 2X,199,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2024,MANGA CORTA,2X,Linea,2,PLAYERA BÁSICA INFANTIL - SF FROGENCIO 83 FL A 223-VERDE
P00716-02117A-120-08,Store #16,0,,0,0,0,0,0,PLAYERA NIÑO FULL PRINT - SF TIPO TEXTURA A 120-AZUL 8,329,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2023,MANGA CORTA,8,Moda,1,PLAYERA NIÑO FULL PRINT - SF TIPO TEXTURA A 120-AZUL
P00130-02247A-223-63,Store #1,3,,0,79,4,7,9,PLAYERA BÁSICA INFANTIL - SF FROGENCIO 83 A 223-VERDE L,219,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,VERANO 2023,MANGA CORTA,L,Linea,2,PLAYERA BÁSICA INFANTIL - SF FROGENCIO 83 A 223-VERDE
P00148-02598A-219-08,Store #10,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF BAD BOY 24 A 219-AZUL 8,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,PRIMAVERA 2024,MANGA CORTA,8,Linea,2,PLAYERA INFANTIL PREMIUM - SF BAD BOY 24 A 219-AZUL
P20416-02728A-018-04,Store #6,0,,0,0,0,0,0,PLAYERA NIÑO 2 TONOS - SF CUADROS PLAYA A 018-AZUL 4,359,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2024,MANGA CORTA,4,Moda,1,PLAYERA NIÑO 2 TONOS - SF CUADROS PLAYA A 018-AZUL
P00130-01666A-173-64,Store #11,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF HAKUNA A 173-NEGRO M,199,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2022,MANGA CORTA,M,Linea,2,PLAYERA BÁSICA INFANTIL - SF HAKUNA A 173-NEGRO
P99842-06324A-219-65,Store #12,0,,0,0,0,0,0,PLAYERA DE NIÑO - SF ISLA VINTAGE A 219-AZUL S,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,VERANO 2023,MANGA CORTA,S,Linea,2,PLAYERA DE NIÑO - SF ISLA VINTAGE A 219-AZUL
P99921-02841A-014-08,Store #17,0,,0,0,0,0,0,PLAY ÑO MANGA LARGA - SF SPORT KIDS A 014-AZUL 8,359,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2024,MANGA LARGA,8,Moda,1,PLAY ÑO MANGA LARGA - SF SPORT KIDS A 014-AZUL
P99842-02096A-241-64,Store #18,0,,0,0,0,0,0,PLAYERA DE NIÑO - SF BIG WAVE A 241-VINO M,309,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2022,MANGA CORTA,M,Linea,2,PLAYERA DE NIÑO - SF BIG WAVE A 241-VINO
P01055-01512A-223-08,Store #15,3,,0,0,2,3,4,PLAYERA ÑO M LARGA - SF RANITA CODOS A 223-VERDE 8,379,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL BEBE MASCULINO,VERANO 2022,MANGA LARGA,8,Moda,1,PLAYERA ÑO M LARGA - SF RANITA CODOS A 223-VERDE
P00148-16920A-201-04,Store #7,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF MEETING A 201-AZUL 4,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,PRIMAVERA 2017,MANGA CORTA,4,Linea,2,PLAYERA INFANTIL PREMIUM - SF MEETING A 201-AZUL
P20671-01834A-023-06,Store #19,0,,0,0,0,0,0,PLAYERA NIÑO FULL PRINT - SF RIDE THE WAVE A 023-BLANCO 6,329,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2023,MANGA CORTA,6,Moda,1,PLAYERA NIÑO FULL PRINT - SF RIDE THE WAVE A 023-BLANCO
P00148-00443A-211-06,Store #5,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF BEACH ONLY A 211-ROJO 6,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,PRIMAVERA 2020,MANGA CORTA,6,Linea,2,PLAYERA INFANTIL PREMIUM - SF BEACH ONLY A 211-ROJO
P91165-01652A-081-08,Store #20,0,,0,0,0,0,0,PLAY ÑO BICOLOR - SF URBAN SPORT TEXTURE A 081-GRIS/VDE 8,329,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2022,MANGA CORTA,8,Moda,1,PLAY ÑO BICOLOR - SF URBAN SPORT TEXTURE A 081-GRIS/VDE
P00130-03186A-211-65,Store #16,2,,0,51,0,1,1,PLAYERA BÁSICA INFANTIL - SF RANA ASOMADA A 211-ROJO S,219,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2025,MANGA CORTA,S,Linea,2,PLAYERA BÁSICA INFANTIL - SF RANA ASOMADA A 211-ROJO
P00474-02118A-173-04,Store #12,0,,0,0,0,0,0,PLAY ÑO CINTA - SF TIPO CINTILLO A 173-NEGRO 4,329,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2023,MANGA CORTA,4,Moda,1,PLAY ÑO CINTA - SF TIPO CINTILLO A 173-NEGRO
P00130-02950A-173-65,Store #6,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF VALLARTAZO 24 A 173-NEGRO S,209,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2024,MANGA CORTA,S,Linea,2,PLAYERA BÁSICA INFANTIL - SF VALLARTAZO 24 A 173-NEGRO
P00148-02796A-211-08,Store #21,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF WORLD FAMOSO FL. A 211-ROJO 8,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2024,MANGA CORTA,8,Linea,2,PLAYERA INFANTIL PREMIUM - SF WORLD FAMOSO FL. A 211-ROJO
P01055-01512A-223-06,Store #15,2,,0,1,1,1,1,PLAYERA ÑO M LARGA - SF RANITA CODOS A 223-VERDE 6,379,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL BEBE MASCULINO,VERANO 2022,MANGA LARGA,6,Moda,1,PLAYERA ÑO M LARGA - SF RANITA CODOS A 223-VERDE
P00130-02815A-173-63,Store #9,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF MOTORCYCLES 2024 A 173-NEGRO L,199,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2024,MANGA CORTA,L,Linea,2,PLAYERA BÁSICA INFANTIL - SF MOTORCYCLES 2024 A 173-NEGRO
P00130-03196A-201-63,Store #5,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF CARNAVAL CH 25 A 201-AZUL L,209,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2025,MANGA CORTA,L,Linea,2,PLAYERA BÁSICA INFANTIL - SF CARNAVAL CH 25 A 201-AZUL
P90392-01290A-127-08,Store #2,0,,0,0,0,0,0,PLAY ÑO COMBINADA - SF PALMERAS HAWAII A 127-AZUL 8,299,SEÑOR FROGS,MANGA CORTA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2022,MANGA CORTA,8,Moda,1,PLAY ÑO COMBINADA - SF PALMERAS HAWAII A 127-AZUL
P99967-00000A-000-73,Store #5,0,,0,0,0,0,0,TOPS ÑO MODA 2DAS -      A 000-S/C ST,130,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,SIN TEMPORADA,MANGA CORTA,ST,Moda,1,TOPS ÑO MODA 2DAS -      A 000-S/C
P73290-03399A-023-64,Store #5,0,,0,0,0,0,0,COMBO PLAYERA Y PLUMONES - SF COLOREA COOL A 023-BLANCO M,329,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2025,MANGA CORTA,M,Moda,1,COMBO PLAYERA Y PLUMONES - SF COLOREA COOL A 023-BLANCO
P73278-02389A-017-10,Store #22,6,,0,37,27,42,65,PLAYERA NIÑO ALGODÓN - SF RANA GAMER A 017-AZUL 10,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2023,MANGA CORTA,10,Linea,2,PLAYERA NIÑO ALGODÓN - SF RANA GAMER A 017-AZUL
P00130-03448A-120-63,Store #16,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF CUADRICULADO V12 A 120-AZUL L,159,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA - VERANO 2012,MANGA CORTA,L,Linea,2,PLAYERA BÁSICA INFANTIL - SF CUADRICULADO V12 A 120-AZUL
P99842-02602A-219-65,Store #20,0,,0,0,0,0,0,PLAYERA DE NIÑO - SF ROMBO VINTAGE OUT A 219-AZUL S,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2023,MANGA CORTA,S,Linea,2,PLAYERA DE NIÑO - SF ROMBO VINTAGE OUT A 219-AZUL
P00130-02813A-173-69,Store #23,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF LUCHAS A 173-NEGRO XL,209,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2024,MANGA CORTA,XL,Linea,2,PLAYERA BÁSICA INFANTIL - SF LUCHAS A 173-NEGRO
P73278-02800A-017-06,Store #16,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF RANA GAMER FL A 017-AZUL 6,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2024,MANGA CORTA,6,Linea,2,PLAYERA NIÑO ALGODÓN - SF RANA GAMER FL A 017-AZUL
P00148-00118A-265-10,Store #18,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF 4 MUECAS A 265-GRIS 10,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2022,MANGA CORTA,10,Linea,2,PLAYERA INFANTIL PREMIUM - SF 4 MUECAS A 265-GRIS
P20416-03016A-023-06,Store #16,2,,0,54,3,3,3,PLAYERA NIÑO 2 TONOS - SF CRAYOLA SKETCH A 023-BLANCO 6,359,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2025,MANGA CORTA,6,Moda,1,PLAYERA NIÑO 2 TONOS - SF CRAYOLA SKETCH A 023-BLANCO
P00148-00118A-265-10,Store #24,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF 4 MUECAS A 265-GRIS 10,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2022,MANGA CORTA,10,Linea,2,PLAYERA INFANTIL PREMIUM - SF 4 MUECAS A 265-GRIS
P73278-03390A-014-10,Store #22,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF SER POPULAR A 014-AZUL 10,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2025,MANGA CORTA,10,Linea,2,PLAYERA NIÑO ALGODÓN - SF SER POPULAR A 014-AZUL
P99820-02490A-173-69,Store #12,0,,0,0,0,0,0,PLAY ÑO COMBIN - SF MONTANDO OLAS A 173-NEGRO XL,329,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,PRIMAVERA 2024,MANGA CORTA,XL,Moda,1,PLAY ÑO COMBIN - SF MONTANDO OLAS A 173-NEGRO
P91165-01652A-081-10,Store #20,0,,0,0,0,0,0,PLAY ÑO BICOLOR - SF URBAN SPORT TEXTURE A 081-GRIS/VDE 10,329,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2022,MANGA CORTA,10,Moda,1,PLAY ÑO BICOLOR - SF URBAN SPORT TEXTURE A 081-GRIS/VDE
P73278-02608A-383-10,Store #14,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF SURF PARCHE A 383-BEIGE 10,159,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,INVIERNO 2023,MANGA CORTA,10,Linea,2,PLAYERA NIÑO ALGODÓN - SF SURF PARCHE A 383-BEIGE
P99898-01653A-153-08,Store #2,0,,0,0,0,0,0,PLAY ÑO RANGLAN - SF STREET SKATE KID A 153-MOSTAZA/MNO 8,329,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2022,MANGA LARGA,8,Moda,1,PLAY ÑO RANGLAN - SF STREET SKATE KID A 153-MOSTAZA/MNO
P20671-00794A-066-04,Store #25,0,,0,0,0,0,0,PLAYERA NIÑO FULL PRINT - SF TELA RANAS A 066-GRIS 4,299,SEÑOR FROGS,CUELLO REDONDO,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2021,MANGA CORTA,4,Moda,1,PLAYERA NIÑO FULL PRINT - SF TELA RANAS A 066-GRIS
P00130-02681A-155-63,Store #26,2,,0,38,0,1,1,PLAYERA BÁSICA INFANTIL - SF ALL STAR FOOTBALL A 155-NARANJA L,219,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2024,MANGA CORTA,L,Linea,2,PLAYERA BÁSICA INFANTIL - SF ALL STAR FOOTBALL A 155-NARANJA
P99921-03019A-023-08,Store #2,2,,0,26,0,0,0,PLAY ÑO MANGA LARGA - SF READY TO GO A 023-BLANCO 8,379,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2025,MANGA LARGA,8,Moda,1,PLAY ÑO MANGA LARGA - SF READY TO GO A 023-BLANCO
P20416-01833A-140-10,Store #5,0,,0,0,0,0,0,PLAYERA NIÑO 2 TONOS - SF BEACH NIGHT A 140-MARINO/ROJO 10,329,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2023,MANGA CORTA,10,Moda,1,PLAYERA NIÑO 2 TONOS - SF BEACH NIGHT A 140-MARINO/ROJO
P00130-02951A-223-69,Store #27,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF FROGENCIO 83 FL A 223-VERDE XL,199,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2024,MANGA CORTA,XL,Linea,2,PLAYERA BÁSICA INFANTIL - SF FROGENCIO 83 FL A 223-VERDE
P01055-01512A-223-08,Store #25,0,,0,0,0,0,0,PLAYERA ÑO M LARGA - SF RANITA CODOS A 223-VERDE 8,379,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL BEBE MASCULINO,VERANO 2022,MANGA LARGA,8,Moda,1,PLAYERA ÑO M LARGA - SF RANITA CODOS A 223-VERDE
P00716-02117A-120-10,Store #4,0,,0,0,0,0,0,PLAYERA NIÑO FULL PRINT - SF TIPO TEXTURA A 120-AZUL 10,329,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2023,MANGA CORTA,10,Moda,1,PLAYERA NIÑO FULL PRINT - SF TIPO TEXTURA A 120-AZUL
P00148-03006A-173-10,Store #10,0,,0,0,0,0,0,PLAYERA INFANTIL PREMIUM - SF BASKET FLAME A 173-NEGRO 10,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2024,MANGA CORTA,10,Linea,2,PLAYERA INFANTIL PREMIUM - SF BASKET FLAME A 173-NEGRO
P99842-02096A-241-64,Store #24,0,,0,0,0,0,0,PLAYERA DE NIÑO - SF BIG WAVE A 241-VINO M,309,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2022,MANGA CORTA,M,Linea,2,PLAYERA DE NIÑO - SF BIG WAVE A 241-VINO
P73278-02505A-145-12,Store #26,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF ON VACATION A 145-AZUL 12,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,VERANO 2024,MANGA CORTA,12,Linea,2,PLAYERA NIÑO ALGODÓN - SF ON VACATION A 145-AZUL
P73278-02608A-383-10,Store #21,0,,0,0,0,0,0,PLAYERA NIÑO ALGODÓN - SF SURF PARCHE A 383-BEIGE 10,159,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL,INVIERNO 2023,MANGA CORTA,10,Linea,2,PLAYERA NIÑO ALGODÓN - SF SURF PARCHE A 383-BEIGE
P00130-02815A-173-63,Store #22,0,,0,0,0,0,0,PLAYERA BÁSICA INFANTIL - SF MOTORCYCLES 2024 A 173-NEGRO L,199,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2024,MANGA CORTA,L,Linea,2,PLAYERA BÁSICA INFANTIL - SF MOTORCYCLES 2024 A 173-NEGRO
P73278-02980A-445-08,Store #28,3,,0,77,5,7,7,PLAYERA NIÑO ALGODÓN - SF FRANJA RANAS A 445-PISTACHE 8,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,PRIMAVERA 2025,MANGA CORTA,8,Linea,2,PLAYERA NIÑO ALGODÓN - SF FRANJA RANAS A 445-PISTACHE
P73278-02389A-017-10,Store #9,5,,0,24,4,8,13,PLAYERA NIÑO ALGODÓN - SF RANA GAMER A 017-AZUL 10,299,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_INFANTIL MASCULINO,INFANTIL MASCULINO,INVIERNO 2023,MANGA CORTA,10,Linea,2,PLAYERA NIÑO ALGODÓN - SF RANA GAMER A 017-AZUL
