sku_id,location_id,crnt_site_qty,crnt_transit_qty,crnt_source_location_site_qty,sales_30_days,sales_60_days,sales_90_days,sku.name,sku.external_id,catalog_cost,catalog_price,brands,category,assortment_group,markets,seasons,styles,size,department_name,product_name,loc.name
8d74bbf2-55bc-5363-ab79-c48786c2185a,7f9a10e5-ce48-5b80-8090-b192cf52640f,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA BÁSICA ALGODÓN - SF CITY PLAZA A 061-ROSA S,P00122-02472A-061-65,0.000,279.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE,PRIMAVERA 2024,MANGA CORTA,S,Linea,PLAYERA BÁSICA ALGODÓN - SF CITY PLAZA A 061-ROSA,ALMACEN CANCUN
ae9da1d0-826b-5f86-afae-1373d29a0f15,ced68410-d6ac-54d2-ada5-1061fc8d2322,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA BÁSICA ALGODÓN - SF SHOOTER I12 A 173-NEGRO XL,P00122-03618A-173-69,0.000,199.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,SIN TEMPORADA,MANGA CORTA,XL,Linea,PLAYERA BÁSICA ALGODÓN - SF SHOOTER I12 A 173-NEGRO,ALMACEN VALLARTA
f16461e0-672f-5787-a48f-32e3aab0d4d0,2a96238c-52ca-5ab4-b96c-ea62436baeac,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA BÁSICA ALGODÓN - SF RELAX TIME A 023-BLANCO XL,P00122-03182A-023-69,67.020,289.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,VERANO 2025,MANGA CORTA,XL,Linea,PLAYERA BÁSICA ALGODÓN - SF RELAX TIME A 023-BLANCO,PV6
187e86dd-ff1a-512d-a53f-b5a1af16f4ee,5fa41a78-7ac2-5949-a3ce-2e3fb2eeae7a,3.000,0.000,98.000,3.000,7.000,10.000,PLAYERA BÁSICA ALGODÓN - SF SEM MOTO TRIO P18 A 173-NEGRO XL,P00122-18908A-173-69,93.830,289.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE,PRIMAVERA 2018,MANGA CORTA,XL,Linea,PLAYERA BÁSICA ALGODÓN - SF SEM MOTO TRIO P18 A 173-NEGRO,M09
b3982852-ab1e-5623-94bc-70402160a452,ced68410-d6ac-54d2-ada5-1061fc8d2322,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA HOMBRE PREMIUM FIT - SF BEACH FROGS A 059-CAFE M,P00151-03378A-059-64,0.000,399.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,VERANO 2025,MANGA CORTA,M,Linea,PLAYERA HOMBRE PREMIUM FIT - SF BEACH FROGS A 059-CAFE,ALMACEN VALLARTA
b25c58ff-dffa-5db7-aad2-e39d0b67e7e2,038b98d4-55c6-5318-8090-3508e8a22ad3,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA HOMBRE JASPE - SF FRANKIE A 174-NEGRO S,P88088-16110A-174-65,0.000,399.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,VERANO 2016,MANGA CORTA,S,Linea,PLAYERA HOMBRE JASPE - SF FRANKIE A 174-NEGRO,M10
9a6d6fb6-eb81-5963-9b50-a71b844aedb8,7fafaa29-ecbd-5488-bbb1-adc47866303e,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA HOMBRE PREMIUM - SF HANG LOOSE OUT A 094-AZUL 2X,P00125-03934A-094-66,0.000,199.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,PRIMAVERA 2024,MANGA CORTA,2X,Linea,PLAYERA HOMBRE PREMIUM - SF HANG LOOSE OUT A 094-AZUL,ACA5
e0b9807e-111d-52de-a047-6bc89a50aa9e,f89c56fe-7031-55d6-ae29-c301a141864b,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA ADOLESCENTE PREMIUM - SF SPORT OUT A 211-ROJO XL,P00141-17935A-211-69,0.000,339.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,INVIERNO 2019,MANGA CORTA,XL,Linea,PLAYERA ADOLESCENTE PREMIUM - SF SPORT OUT A 211-ROJO,M01
3f989acf-d17f-58aa-831b-8b0a2ae91af7,14d0eb14-64d3-59cb-9cd9-a466f778bb91,0.000,0.000,0.000,0.000,0.000,2.000,PLAYERA H VINTAGE - SF VINTAGE SURFERS A 014-AZUL XL,P74105-18340A-014-69,91.440,399.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,INVIERNO 2024,MANGA CORTA,XL,Linea,PLAYERA H VINTAGE - SF VINTAGE SURFERS A 014-AZUL,ISLA
d57bb10a-06c2-587a-9138-28797c6c1181,d19cda86-e40a-50b7-844c-53c5c679ad38,0.000,0.000,0.000,0.000,0.000,0.000,SET DE 3 PLAYERAS CON CAJA - SF DUMBAR TYPE A 000-S/C XL,P99893-02005A-000-69,0.000,799.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,INVIERNO 2022,MANGA CORTA,XL,Moda,SET DE 3 PLAYERAS CON CAJA - SF DUMBAR TYPE A 000-S/C,PLAYA 1
d3fcf547-7a13-5737-9e5b-0660b7beb4b3,75e41a2b-2226-5eb4-ba7d-b4a584e9d901,0.000,0.000,,0.000,0.000,0.000,PLAYERA BÁSICA ALGODÓN - SF SCRATCHES FL A 173-NEGRO 2X,P00122-02952A-173-66,80.090,259.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,VERANO 2024,MANGA CORTA,2X,Linea,PLAYERA BÁSICA ALGODÓN - SF SCRATCHES FL A 173-NEGRO,ALMACEN CEDIS
b881223a-b942-5747-84ee-f44b2e872331,8d1762f9-2ea6-5aa3-b47e-f0fae439d652,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA HOMBRE PREMIUM FIT - SF BEACH BAR A 173-NEGRO 2X,P00151-02782A-173-66,107.910,399.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,PRIMAVERA 2024,MANGA CORTA,2X,Linea,PLAYERA HOMBRE PREMIUM FIT - SF BEACH BAR A 173-NEGRO,PV2
5de61ab3-9d45-5e62-95cd-96cc3a3c8883,9e6158f0-778f-5cae-8b6c-05449b191eca,0.000,0.000,0.000,0.000,0.000,0.000,PLAY CAB MODA - SF DOODLES A 034-BLANCO/NEGRO S,P20427-02100A-034-65,153.610,449.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE,VERANO 2023,MANGA CORTA,S,Moda,PLAY CAB MODA - SF DOODLES A 034-BLANCO/NEGRO,PUNTA LANGOSTA
622ab1df-d5c9-5408-a220-208fb54d8eea,7ec53026-31fa-5c7e-91fa-07c748eb272c,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA HOMBRE ALGODÓN - SF FRANJA RANAS A 445-PISTACHE 2X,P73277-02980A-445-66,145.660,399.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,PRIMAVERA 2025,MANGA CORTA,2X,Linea,PLAYERA HOMBRE ALGODÓN - SF FRANJA RANAS A 445-PISTACHE,ALMACEN MAZATLAN - CABOS
2f9a05e7-0cb8-5045-9f81-98eb6e0b2763,a388dc74-8f38-5063-847e-39868a747e31,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA H VINTAGE - SF VINTAGE SURFERS A 000-S/C XL,P74105-18340A-000-69,0.000,399.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,INVIERNO 2024,MANGA CORTA,XL,Linea,PLAYERA H VINTAGE - SF VINTAGE SURFERS A 000-S/C,M04
f8f3d301-3636-56cd-b438-076186528a02,7f9a10e5-ce48-5b80-8090-b192cf52640f,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA HOMBRE PREMIUM FIT - SF ROCK N BEER A 173-NEGRO XL,P00151-02219A-173-69,0.000,399.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE,PRIMAVERA 2023,MANGA CORTA,XL,Linea,PLAYERA HOMBRE PREMIUM FIT - SF ROCK N BEER A 173-NEGRO,ALMACEN CANCUN
c66bfc53-a8dd-5155-9c0c-dd2bf73d7980,3b5ae158-07c7-520d-9498-9bf33cbcc0c0,0.000,0.000,0.000,0.000,0.000,0.000,PLAY CAB RAYAS - SF EDDIE RETRO A 014-AZUL S,P90534-01483A-014-65,114.810,459.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,VERANO 2022,MANGA CORTA,S,Moda,PLAY CAB RAYAS - SF EDDIE RETRO A 014-AZUL,ALMACEN ISLA MUJERES
d0bb7903-68e4-5f30-902d-a022d6a29bab,3b5ae158-07c7-520d-9498-9bf33cbcc0c0,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA HOMBRE ALGODÓN - SF ORIGINAL FROGS A 152-AMARILLO XL,P73277-03177A-152-69,107.610,399.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,INVIERNO 2024,MANGA CORTA,XL,Linea,PLAYERA HOMBRE ALGODÓN - SF ORIGINAL FROGS A 152-AMARILLO,ALMACEN ISLA MUJERES
48826e35-6177-5f92-8d52-c227f8575410,91f240b5-7847-5c33-b34c-a02ab13d8622,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA BÁSICA ALGODÓN - SF ANDERSON DRINKING TEAM P15 A 173-NEGRO M,P00122-06947A-173-64,69.910,319.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE,VERANO 2019,MANGA CORTA,M,Linea,PLAYERA BÁSICA ALGODÓN - SF ANDERSON DRINKING TEAM P15 A 173-NEGRO,ALMACEN ACAPULCO
915432ad-22f9-5bcc-9905-d3a560d8a3e8,f89c56fe-7031-55d6-ae29-c301a141864b,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA BÁSICA ALGODÓN - SF SCRATCHES FL A 173-NEGRO S,P00122-02952A-173-65,69.640,259.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,VERANO 2024,MANGA CORTA,S,Linea,PLAYERA BÁSICA ALGODÓN - SF SCRATCHES FL A 173-NEGRO,M01
78399255-1eaf-5aae-9afb-bebc44211719,380cf9aa-9cf4-54d4-84b6-56ab9dc7be6d,0.000,0.000,0.000,0.000,0.000,0.000,PLAY H OVER - SF TIKI FRANJAS A 022-BEIGE S,P00145-00780A-022-65,0.000,399.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,VERANO 2021,MANGA CORTA,S,Moda,PLAY H OVER - SF TIKI FRANJAS A 022-BEIGE,ALMACEN PLAYA
fad0b673-8c17-5396-bccc-c8ca1ad9818b,555e0aee-09bd-5836-a45d-0c18ba1ffdfc,3.000,0.000,14.000,1.000,8.000,14.000,PLAYERA BÁSICA ALGODÓN - SF BOCHO BEACH A 022-BEIGE 2X,P00122-00955A-022-66,98.930,329.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE,VERANO 2021,MANGA CORTA,2X,Linea,PLAYERA BÁSICA ALGODÓN - SF BOCHO BEACH A 022-BEIGE,CABOS
d376f9ba-71df-5d69-8ce2-35b7be9a9a76,f89c56fe-7031-55d6-ae29-c301a141864b,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA BÁSICA ALGODÓN - SF OLD TIME BIKERS A 173-NEGRO M,P00122-01606A-173-64,0.000,329.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE,PRIMAVERA 2023,MANGA CORTA,M,Linea,PLAYERA BÁSICA ALGODÓN - SF OLD TIME BIKERS A 173-NEGRO,M01
a50752a9-4e8e-500b-8795-09b5be5bb8d4,d19cda86-e40a-50b7-844c-53c5c679ad38,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA HOMBRE 2 FIBRAS - SF SURF UNIVERSITY A 241-VINO XL,P00156-06874A-241-69,0.000,429.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,PRIMAVERA 2023,MANGA CORTA,XL,Linea,PLAYERA HOMBRE 2 FIBRAS - SF SURF UNIVERSITY A 241-VINO,PLAYA 1
c4cf2a9b-711a-510f-af91-ad9af8940b76,7f9a10e5-ce48-5b80-8090-b192cf52640f,0.000,0.000,0.000,0.000,0.000,0.000,PLAY CAB TEÑIDA - SF CARANUEVA A 223-VERDE XL,P99905-00064A-223-69,103.920,399.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE,INVIERNO 2023,MANGA CORTA,XL,Moda,PLAY CAB TEÑIDA - SF CARANUEVA A 223-VERDE,ALMACEN CANCUN
a98fbfe0-ca3c-50d4-ba69-46682fc89e9e,42e3d76f-5315-580b-a90d-67d8834b31ce,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA CAB SUBLIM - SF POLAROIDS A 022-BEIGE L,P00230-02612A-022-63,137.640,459.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE,PRIMAVERA 2024,MANGA CORTA,L,Moda,PLAYERA CAB SUBLIM - SF POLAROIDS A 022-BEIGE,ALMACEN MAZATLAN
06e8c68f-4dfa-56da-9f56-6ae794b83d79,d764df12-a1b1-5a44-9b7a-8f68dcfbdab2,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA H FLAME - SF TIPO SHAPIRO A 155-NARANJA M,P10044-00593A-155-64,175.280,499.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE,PRIMAVERA 2024,MANGA LARGA,M,Moda,PLAYERA H FLAME - SF TIPO SHAPIRO A 155-NARANJA,FORUM
cfaaa631-ee0f-5eb6-bb97-d477c7072d61,3aef7a25-bde0-590e-9940-528e8f31da03,0.000,0.000,0.000,0.000,0.000,0.000,PLAY H 2 BLOQUES CR - SF SURF POSTCARD A 022-BEIGE L,P20426-03218A-022-63,0.000,459.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,VERANO 2025,MANGA CORTA,L,Moda,PLAY H 2 BLOQUES CR - SF SURF POSTCARD A 022-BEIGE,ALMACEN COZUMEL
3ed08fee-b3ea-5888-b869-86408df92394,ced68410-d6ac-54d2-ada5-1061fc8d2322,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA CAB SUBLIM - SF POLAROIDS A 022-BEIGE 2X,P00230-02612A-022-66,143.690,459.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE,PRIMAVERA 2024,MANGA CORTA,2X,Moda,PLAYERA CAB SUBLIM - SF POLAROIDS A 022-BEIGE,ALMACEN VALLARTA
fac56f43-4756-5d5e-9a59-ae220635f2e0,9c625f17-4585-5073-a57d-78eca40b5180,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA RANGLAN MANGA LARGA - SF MOTO SHOP A 120-AZUL L,P99851-01635A-120-63,0.000,499.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,INVIERNO 2022,MANGA LARGA,L,Moda,PLAYERA RANGLAN MANGA LARGA - SF MOTO SHOP A 120-AZUL,ALMACEN CARIBE
1d7cba22-1e87-5ad9-b11a-c2e87a696744,107ec559-50b7-599a-81ad-1023f377776f,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA HOMBRE PREMIUM FIT - SF BEERVANA A 173-NEGRO S,P00151-02228A-173-65,0.000,399.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE,PRIMAVERA 2023,MANGA CORTA,S,Linea,PLAYERA HOMBRE PREMIUM FIT - SF BEERVANA A 173-NEGRO,M03
4d398a64-2ac8-584b-9b9e-598cc1a67b4d,9e6158f0-778f-5cae-8b6c-05449b191eca,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA BÁSICA ALGODÓN - SF BASEBALL TRIO A 173-NEGRO M,P00122-00788A-173-64,0.000,309.000,SEÑOR FROGS,CUELLO REDONDO,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,INVIERNO 2021,MANGA CORTA,M,Linea,PLAYERA BÁSICA ALGODÓN - SF BASEBALL TRIO A 173-NEGRO,PUNTA LANGOSTA
a96f4f5c-5678-55dd-bfc9-86e4a30e7d6a,d19cda86-e40a-50b7-844c-53c5c679ad38,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA BÁSICA ALGODÓN - SF ANDERSON ICON P15 A 023-BLANCO 2X,P00122-06929A-023-66,75.320,319.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE,PRIMAVERA 2015,MANGA CORTA,2X,Linea,PLAYERA BÁSICA ALGODÓN - SF ANDERSON ICON P15 A 023-BLANCO,PLAYA 1
65a63dba-e535-54e4-bd13-cb9ce3dba247,5fa41a78-7ac2-5949-a3ce-2e3fb2eeae7a,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA BÁSICA ALGODÓN - SF ROMBO SURF CLASSIC A 120-AZUL XL,P00122-10368A-120-69,0.000,329.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,PRIMAVERA - VERANO 2012,MANGA CORTA,XL,Linea,PLAYERA BÁSICA ALGODÓN - SF ROMBO SURF CLASSIC A 120-AZUL,M09
9b32a2bb-2402-5595-a429-f2c3afb491ba,9c625f17-4585-5073-a57d-78eca40b5180,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA BÁSICA ALGODÓN - SF SOMOS VERDES A 223-VERDE L,P00122-03005A-223-63,69.640,149.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,VERANO 2024,MANGA CORTA,L,Linea,PLAYERA BÁSICA ALGODÓN - SF SOMOS VERDES A 223-VERDE,ALMACEN CARIBE
07dc6672-ed58-521e-959e-d4d6f870e039,14d0eb14-64d3-59cb-9cd9-a466f778bb91,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA HOMBRE PREMIUM - SF BEERVANA A 173-NEGRO M,P00125-02228A-173-64,0.000,399.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,PRIMAVERA 2023,MANGA CORTA,M,Linea,PLAYERA HOMBRE PREMIUM - SF BEERVANA A 173-NEGRO,ISLA
4700c872-be6b-54ea-9633-6599444f711e,7ec53026-31fa-5c7e-91fa-07c748eb272c,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA BÁSICA ALGODÓN - SF SANTA NEON 23 A 173-NEGRO M,P00122-02577A-173-64,0.000,249.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,INVIERNO 2023,MANGA CORTA,M,Linea,PLAYERA BÁSICA ALGODÓN - SF SANTA NEON 23 A 173-NEGRO,ALMACEN MAZATLAN - CABOS
3cb1276d-5581-5ada-94e4-68740865f276,eaad50e3-8fab-54c7-86b4-62bdbd1a8952,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA DE CABALLERO - SF MOTTO A 444-VERDE AQUA L,P99894-15587A-444-63,0.000,399.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE,INVIERNO 2023,MANGA CORTA,L,Linea,PLAYERA DE CABALLERO - SF MOTTO A 444-VERDE AQUA,ISLA MUJERES
cf6dfc5c-b92b-5b95-9bec-80e1d70dd329,380cf9aa-9cf4-54d4-84b6-56ab9dc7be6d,0.000,0.000,0.000,0.000,0.000,0.000,PLAY CAB RANGLAN - SF RETRO BIKE A 083-GRIS S,P91162-01287A-083-65,0.000,429.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,PRIMAVERA 2022,MANGA CORTA,S,Moda,PLAY CAB RANGLAN - SF RETRO BIKE A 083-GRIS,ALMACEN PLAYA
32d8d41f-0084-529e-b26b-d5180c7fb9be,b46a3bdb-7375-53d8-b012-2732e5e0ac09,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA HOMBRE PREMIUM FIT - SF SPORT OUT A 211-ROJO 2X,P00151-17935A-211-66,0.000,429.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,VERANO 2018,MANGA CORTA,2X,Linea,PLAYERA HOMBRE PREMIUM FIT - SF SPORT OUT A 211-ROJO,PLAYA 4
657f1ab3-57b7-5f48-b303-d52ea47473bf,cc4b01b9-adaa-5d70-8fbe-f227d148c884,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA BÁSICA ALGODÓN - SF VALLARTAZO 24 A 173-NEGRO S,P00122-02950A-173-65,0.000,279.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,VERANO 2024,MANGA CORTA,S,Linea,PLAYERA BÁSICA ALGODÓN - SF VALLARTAZO 24 A 173-NEGRO,ACA2
927c5d7f-81e2-5448-a7e3-ace628f98889,9c625f17-4585-5073-a57d-78eca40b5180,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA BÁSICA ALGODÓN - SF BARAJITAS BEIS 21 22 A 211-ROJO 2X,P00122-00841A-211-66,98.170,289.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE,INVIERNO 2021,MANGA CORTA,2X,Linea,PLAYERA BÁSICA ALGODÓN - SF BARAJITAS BEIS 21 22 A 211-ROJO,ALMACEN CARIBE
d4af8d36-6e8f-54d0-a80e-61244e4dcb8b,d6fecbed-b5df-55cd-8f93-a98667ac9d3b,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA HOMBRE PREMIUM FIT - SF BEER TASTER HOPS A 094-AZUL M,P00151-00860A-094-64,0.000,419.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,INVIERNO 2020,MANGA CORTA,M,Linea,PLAYERA HOMBRE PREMIUM FIT - SF BEER TASTER HOPS A 094-AZUL,PV4
238c9564-0f6a-5e0d-9331-a10fe5b62b48,a388dc74-8f38-5063-847e-39868a747e31,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA BÁSICA ALGODÓN - SF NO BAD DAYS BHS A 022-BEIGE L,P00122-02971A-022-63,0.000,259.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,VERANO 2024,MANGA CORTA,L,Linea,PLAYERA BÁSICA ALGODÓN - SF NO BAD DAYS BHS A 022-BEIGE,M04
65152123-809c-5f41-9b37-f1b2bd03a340,14d0eb14-64d3-59cb-9cd9-a466f778bb91,1.000,0.000,40.000,6.000,11.000,14.000,PLAYERA BÁSICA ALGODÓN - SF ISLA TROPICAL A 173-NEGRO M,P00122-17020A-173-64,90.350,329.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,INVIERNO 2019,MANGA CORTA,M,Linea,PLAYERA BÁSICA ALGODÓN - SF ISLA TROPICAL A 173-NEGRO,ISLA
0f396819-6a5b-5210-a95f-ae7bb2560f04,a388dc74-8f38-5063-847e-39868a747e31,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA BÁSICA ALGODÓN - SF NO BAD DAYS FL. A 022-BEIGE M,P00122-02798A-022-64,69.640,259.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,VERANO 2024,MANGA CORTA,M,Linea,PLAYERA BÁSICA ALGODÓN - SF NO BAD DAYS FL. A 022-BEIGE,M04
afebabca-bfd2-5a3f-9131-d1e8f02829b1,f89c56fe-7031-55d6-ae29-c301a141864b,0.000,0.000,0.000,0.000,0.000,0.000,PLAYERA HOMBRE 2 FIBRAS - SF SURF UNIVERSITY A 241-VINO S,P00156-06874A-241-65,0.000,429.000,SEÑOR FROGS,PLAYERA,PLAYERA_SEÑOR FROGS_ADULTO-ADOLESCENTE MASCULINO,ADULTO-ADOLESCENTE MASCULINO,PRIMAVERA 2023,MANGA CORTA,S,Linea,PLAYERA HOMBRE 2 FIBRAS - SF SURF UNIVERSITY A 241-VINO,M01
